,linked_asset_id,index_asset_id,provider_id,asset_id,symbol,native_symbol,xref_symbol,listed_on,underlier_asset_id,option_type,option_style,strike_price,expiry_datetime,settlement_asset_id,settlement_type,run_id,run_ts,row_id,as_of_from_ts,as_of_to_ts,system_from_ts,system_to_ts
288,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,a2dd5146-87a9-5bce-843f-2371fe7d43eb,opt.eth-usd-230630-100-p.deribit,ETH-30JUN23-100-P,eth30jun23100p,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,PUT,EUROPEAN,100.0,2023-06-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,7ca2e349-9755-48d9-a30a-6580f0e596e9,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
289,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,9bc0ae2b-ae3d-5b9c-bc5f-66d1f2ebe063,opt.eth-usd-230630-700-c.deribit,ETH-30JUN23-700-C,eth30jun23700c,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,CALL,EUROPEAN,700.0,2023-06-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,7de0912f-52ec-4ad9-a892-ed7e0d446eb9,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
290,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,49f0ff22-38d4-559f-a8c3-ca8206e6c2a8,opt.eth-usd-230331-9000-p.deribit,ETH-31MAR23-9000-P,eth31mar239000p,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,PUT,EUROPEAN,9000.0,2023-03-31 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,68809b27-3afe-4f2f-992f-d369253a214f,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
291,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,8fb985d0-e771-5b8e-9ba9-365a594615fa,opt.eth-usd-230630-300-c.deribit,ETH-30JUN23-300-C,eth30jun23300c,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,CALL,EUROPEAN,300.0,2023-06-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,a2be7cf0-a664-481e-a090-0d45b85ca4ce,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
292,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,fb094a0d-fbdd-53fe-8fed-e73c6c8153a8,opt.eth-usd-230630-1100-c.deribit,ETH-30JUN23-1100-C,eth30jun231100c,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,CALL,EUROPEAN,1100.0,2023-06-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,f15258e8-7eae-447f-ad0a-72d45e138e0e,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
293,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,0d99713c-8fc5-5e79-a65f-bbc43d2e3982,opt.eth-usd-230331-1200-c.deribit,ETH-31MAR23-1200-C,eth31mar231200c,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,CALL,EUROPEAN,1200.0,2023-03-31 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,e967f3df-ada8-4a2b-a029-fc27ac943b1d,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
294,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,d13ae320-c897-5e18-92a7-bc914738ae45,opt.eth-usd-221230-2800-p.deribit,ETH-30DEC22-2800-P,eth30dec222800p,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,PUT,EUROPEAN,2800.0,2022-12-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,be395e1c-76a3-4478-932c-8ec5e03010dc,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
295,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,242db052-3cbe-5875-b361-0ded9539bcce,opt.eth-usd-221230-500-c.deribit,ETH-30DEC22-500-C,eth30dec22500c,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,CALL,EUROPEAN,500.0,2022-12-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,02015555-ee13-40a1-b2bc-3d3e37538cd0,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
296,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,73995d48-a509-5f0a-9e42-25b4a651ec96,opt.eth-usd-221230-2100-p.deribit,ETH-30DEC22-2100-P,eth30dec222100p,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,PUT,EUROPEAN,2100.0,2022-12-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,5d60b7fa-a357-49df-b170-2929a80d0f74,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
297,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,44b17eba-2711-59a2-a23e-6038ff9d8d07,opt.eth-usd-221230-1900-c.deribit,ETH-30DEC22-1900-C,eth30dec221900c,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,CALL,EUROPEAN,1900.0,2022-12-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,154e1960-c304-46fc-a243-371f2468452e,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
298,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,731a791e-9845-5274-aadf-2f77120d4f94,opt.eth-usd-221230-1300-p.deribit,ETH-30DEC22-1300-P,eth30dec221300p,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,PUT,EUROPEAN,1300.0,2022-12-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,0745621a-f6da-4b73-b704-ca769eaad99e,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
299,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,2f7cd1b7-8795-5039-bbe2-b402bfc2ba71,opt.eth-usd-230630-300-p.deribit,ETH-30JUN23-300-P,eth30jun23300p,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,PUT,EUROPEAN,300.0,2023-06-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,5145b302-3e9d-4775-91ca-bc5a2ed97e7c,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
300,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,943a9ce7-6f41-55a2-b341-ec7da0738359,opt.eth-usd-230331-1900-c.deribit,ETH-31MAR23-1900-C,eth31mar231900c,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,CALL,EUROPEAN,1900.0,2023-03-31 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,32b09d27-ffff-4455-8bb1-e83d1a42a86c,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
301,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,784bdeb6-da32-5ac8-ae95-2c0e6faf2b3b,opt.eth-usd-230630-1100-p.deribit,ETH-30JUN23-1100-P,eth30jun231100p,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,PUT,EUROPEAN,1100.0,2023-06-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,b84dd1aa-2a5f-4ac0-9ed5-40e80678e3ce,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
302,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,a5b09e9b-4869-57e7-babf-c74693cb09f4,opt.eth-usd-230630-4000-c.deribit,ETH-30JUN23-4000-C,eth30jun234000c,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,CALL,EUROPEAN,4000.0,2023-06-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,1054db95-8e06-490a-a411-6badfbefe527,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
303,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,a86ceac6-71c8-55b2-a861-367ea1c2d77d,opt.eth-usd-221230-700-p.deribit,ETH-30DEC22-700-P,eth30dec22700p,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,PUT,EUROPEAN,700.0,2022-12-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,dee27b62-7bb5-4c00-b748-fb2f3d90bb61,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
304,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,4dff9bff-972d-5efb-b7e0-07f2e008a92e,opt.eth-usd-230331-25000-p.deribit,ETH-31MAR23-25000-P,eth31mar2325000p,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,PUT,EUROPEAN,25000.0,2023-03-31 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,45b55083-d82c-43fb-aebe-48ed3639abf4,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
305,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,641276a4-c876-5c76-a490-87e208ca1305,opt.eth-usd-230331-700-c.deribit,ETH-31MAR23-700-C,eth31mar23700c,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,CALL,EUROPEAN,700.0,2023-03-31 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,b3f7ee5d-a283-457b-8b0f-708b2e3ba092,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
306,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,7fddf903-6628-4dfa-b6fd-2092b73b9bd7,147476a0-4633-4639-8b92-5d022426f2d1,f88f38fc-a373-52d1-9fb3-65726bd59efd,opt.eth-usd-230630-1600-c.deribit,ETH-30JUN23-1600-C,eth30jun231600c,147476a0-4633-4639-8b92-5d022426f2d1,17c9127e-ba56-45d6-a656-7406a45d97dc,CALL,EUROPEAN,1600.0,2023-06-30 08:00:00.000 UTC,95b89dfd-c5f6-41d6-83c6-a9d97e0ac361,CASH,1d602c87-a65f-4e18-9e32-0af55c9b2e11,2022-11-30 19:43:35.228 UTC,d63ecedc-9186-4eec-83e9-eaf4912f34af,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC,2022-11-30 19:43:36.556 UTC,2199-12-31 00:00:00.000 UTC
